,Unnamed: 0,id,category,subcategory,transformed category,tuberack,plate,reservoir,trash,other,opentrons_96_tiprack_10ul,opentrons_96_tiprack_20ul,opentrons_96_tiprack_300ul,opentrons_96_tiprack_1000ul,opentrons_96_filtertiprack_10ul,opentrons_96_filtertiprack_20ul,opentrons_96_filtertiprack_200ul,opentrons_96_filtertiprack_1000ul,p10_single,p10_multi,p20_single_gen2,p20_multi_gen2,p50_single,p50_multi,p300_single,p300_multi,p300_single_gen2,p300_multi_gen2,p1000_single,p1000_single_gen2,temperature gen2,temperature gen1,magnetic gen2,magnetic gen1,thermocycler,total tipracks,created,delivered,tat,sf_category,sf_status,sf_assignee
379,379,1ce6aa,sample prep,plate filling,sample prep,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2021-10-13 17:57:20,2021-10-20,7.0,Urine toxicology using enzyme hydrolysis,Closed,ramifarawi
380,380,2ee5be,pcr,pcr prep,pcr,0,5,0,1,1,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2021-08-13 13:38:21,2021-08-26,13.0,Nucleic acid purification,Closed,StevenPlonk
381,381,3fb582,pcr,pcr prep,pcr,4,2,0,1,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2021-08-13 17:20:50,2021-08-19,6.0,Sample Fill,Closed,StevenPlonk
382,382,8nhsa0-norm,sample prep,normalization,cherrypicking,0,0,1,1,2,2,0,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,2021-08-16 23:31:00,2021-10-26,69.0,"PCR/qPCR prep,RNA concentration normalization",Closed,StevenPlonk
383,383,5654c0,sample prep,normalization,cherrypicking,0,0,1,1,5,0,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,2021-08-18 14:53:24,2021-08-27,9.0,PCR/qPCR prep,Closed,ramifarawi
384,384,2905a4,nucleic acid extraction & purification,nucleic acid purification,extraction,2,3,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,3,2021-08-18 15:15:54,2021-09-23,36.0,NGS library prep,Closed,ncdiehl11
385,385,sci-zymo-quick-dna-rna-magbead,nucleic acid extraction & purification,zymo kit,extraction,0,2,3,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,6,2021-10-18 18:24:47,2021-10-29,11.0,NGS library prep,Closed,ramifarawi
386,386,384b23-pooling,normalization,normalization and pooling,cherrypicking,0,0,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2021-10-18 16:15:43,2021-10-27,9.0,Other,Closed,ncdiehl11
387,387,05f673,sample prep,normalization,cherrypicking,0,8,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2021-10-19 13:33:57,2021-11-26,38.0,PCR/qPCR prep,Closed,StevenPlonk
388,388,08878b,sample prep,plate filling,sample prep,2,1,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,3,2021-10-19 14:48:46,2021-12-03,45.0,PCR/qPCR prep,Closed,ncdiehl11
389,389,1a2343,pcr,pcr prep,pcr,0,4,0,1,0,0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,4,2021-08-26 21:14:41,2021-09-03,1.0,Sterile workflows (cell culture and related assays),Closed,ramifarawi
390,390,1ef67e,proteins & proteomics,assay,protein,3,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,2021-08-30 12:36:15,,,"CSV/Excel File input (for protocols like normalization, cherry picking, DNA assembly, etc)",Canceled,StevenPlonk
391,391,2bdff3,sample prep,pooling,sample prep,0,2,0,1,1,0,0,0,0,0,7,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,8,2021-09-02 16:35:28,2021-09-21,14.0,"CSV/Excel File input (for protocols like normalization, cherry picking, DNA assembly, etc)",Closed,StevenPlonk
392,392,6d2e65,nucleic acid extraction & purification,nucleic acid purification,extraction,0,3,1,1,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,2021-09-02 16:27:57,2021-09-24,22.0,PCR/qPCR prep,Closed,ramifarawi
393,393,6d7fc3-part-6,ngs library prep,generead qiaact lung dna umi panel kit,ngs,0,1,0,1,2,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,2,2021-08-30 19:03:28,2021-09-09,10.0,"Mass spec sample prep (MALDI spotting, gel digests, etc),LC and GC analysis",Closed,sakibh
394,394,0a23c6,pcr,qpcr setup,pcr,0,1,0,1,3,0,0,0,0,0,3,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,4,2021-09-20 12:39:48,2021-09-24,4.0,"CSV/Excel File input (for protocols like normalization, cherry picking, DNA assembly, etc)",Closed,ramifarawi
395,395,56b4ec,sample prep,plate filling,sample prep,4,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,2021-10-22 22:21:24,2021-11-15,24.0,Ribogreen Assay,Closed,ncdiehl11
396,396,38efd4,sample prep,plate filling,sample prep,3,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,2021-10-25 19:20:51,2021-11-10,16.0,"Mass spec sample prep (MALDI spotting, gel digests, etc)",Closed,ramifarawi
397,397,68ce98,sample prep,plate filling,sample prep,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2021-10-25 18:00:32,2021-10-28,3.0,Magnetic beads purification,Closed,ncdiehl11
398,398,sci-promega-magazorb-dna-mini-prep-kit,nucleic acid extraction & purification,dna extraction,extraction,0,2,3,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,6,2021-09-14 21:29:30,,,Chemistry lab,Awaiting Customer Response,ramifarawi
399,399,6ec4dd,pcr,pcr prep,pcr,0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2021-09-15 15:32:50,2021-09-30,15.0,PCR/qPCR prep,Closed,ramifarawi
400,400,2b3642,ngs library prep,nebnext ultra ii dna library preparation kit for illumina e7645s,ngs,0,2,1,1,2,0,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,3,2021-09-17 17:27:54,2021-10-05,6.0,Aliquoting and Pooling,Closed,StevenPlonk
401,401,6e2509-v2,sample prep,plate filling,sample prep,0,6,0,1,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2021-10-27 13:53:26,,,,Closed,chazmanc
402,402,13ea1e,sample prep,plate filling,sample prep,1,5,2,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,3,2021-09-21 18:24:33,2021-10-29,30.0,Sterile workflows (cell culture and related assays),Closed,StevenPlonk
403,403,5a5767,sample prep,plate filling,sample prep,0,2,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,2021-09-14 14:41:40,,,PCR/qPCR prep,Closed,sakibh
404,404,2c83f7,nucleic acid extraction & purification,zymo kit,extraction,0,2,4,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,5,2021-10-26 10:12:25,,,"CSV/Excel File input (for protocols like normalization, cherry picking, DNA assembly, etc),Sterile workflows (cell culture and related assays)",Awaiting Customer Response,StevenPlonk
405,405,139815,sample prep,consolidation,sample prep,1,0,0,1,2,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2021-10-26 20:24:22,2021-11-11,16.0,"CSV/Excel File input (for protocols like normalization, cherry picking, DNA assembly, etc),FA assay protocol attached.",Closed,ncdiehl11
406,406,0961d2-part3,ngs library prep,plexwell lp384,ngs,0,3,0,1,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2021-06-23 04:39:53,2021-07-07,15.0,reaction assembling + nucleic acid purification,Closed,ramifarawi
407,407,1649b1,nucleic acid extraction & purification,nucleic acid extraction,extraction,0,3,5,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,3,2021-02-12 13:36:25,2021-03-04,20.0,NGS library prep,Closed,StevenPlonk
408,408,0556be-bmda,pcr,pcr prep,pcr,0,0,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,2021-02-12 20:15:49,2021-02-19,7.0,NGS library prep,Closed,sakibh
409,409,71381b,nucleic acid extraction & purification,zymo kit,extraction,0,3,1,1,0,0,3,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,1,0,6,2021-09-23 18:22:12,2021-09-29,6.0,"Nucleic acid purification,Protein quantification (BCA, Bradford, etc),CSV/Excel File input (for protocols like normalization, cherry picking, DNA assembly, etc)",Closed,ramifarawi
410,410,3fad82,ngs library prep,nebnext ultra ii fs dna library prep kit for illumina,ngs,0,2,0,1,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4,2021-10-28 18:31:39,2021-11-11,14.0,"Mass spec sample prep (MALDI spotting, gel digests, etc)",Closed,ramifarawi
411,411,0961d2-part4,ngs library prep,plexwell lp384,ngs,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2021-09-24 01:43:05,2021-10-26,27.0,"CSV/Excel File input (for protocols like normalization, cherry picking, DNA assembly, etc)",Closed,StevenPlonk
412,412,453b5a,pcr,pcr prep,pcr,1,0,1,1,5,0,1,3,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,4,2021-10-28 20:51:58,2021-10-31,3.0,"Protein quantification (BCA, Bradford, etc)",Closed,ncdiehl11
413,413,0556be-covid-ntc,sample prep,plate filling,sample prep,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2021-09-24 21:42:05,2021-10-05,11.0,Liquid spotting assay onto solid media,Closed,ramifarawi
414,414,211a24,sample prep,serial dilution,dilution,0,6,1,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,2021-09-30 18:12:51,,,"Magbead-based peptide enrichment,Mass spec sample prep (MALDI spotting, gel digests, etc)",Canceled,
415,415,6d7eb7,sample prep,cherrypicking,cherrypicking,2,1,0,1,0,0,8,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2021-09-30 20:34:57,2021-10-01,1.0,"CSV/Excel File input (for protocols like normalization, cherry picking, DNA assembly, etc),PCR/qPCR prep",Closed,ncdiehl11
416,416,6fe477-workflow-1,nucleic acid extraction & purification,nucleic acid purification,extraction,7,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,2021-10-01 16:40:37,,,PCR/qPCR prep,Closed,ncdiehl11
417,417,131de0,pcr,pcr prep,pcr,0,3,0,1,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2021-11-02 17:25:31,2021-12-09,37.0,Magbead-based peptide enrichment,Closed,StevenPlonk
418,418,29effa-mastermix,sample prep,plate filling,sample prep,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,2021-11-02 19:23:30,2021-11-15,13.0,"Mass spec sample prep (MALDI spotting, gel digests, etc)",Closed,ramifarawi
419,419,2c81c0,featured,cherrypicking,cherrypicking,2,2,0,1,2,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2021-11-05 16:41:46,,,,Closed,chazmanc
420,420,17d210-part-5,ngs library prep,verogen forenseq dna signature prep kit,ngs,0,5,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2021-11-08 14:17:51,,,,In Progress,eskila
421,421,nextera-flex-library-prep-cherrypick-samples,ngs library prep,nextera dna flex library prep,ngs,0,10,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2021-11-08 14:18:22,,,,In Progress,eskila
422,422,6a93a2-part2,ngs library prep,swift rapid rna library kit,ngs,0,1,0,1,1,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,4,2021-11-08 14:20:08,,,,In Progress,eskila
423,423,69db93,nucleic acid extraction & purification,rna extraction,extraction,0,2,2,1,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,7,2021-05-24 10:11:42,2021-06-04,11.0,Nucleic acid purification,Closed,sakibh
424,424,17d210-part-2,ngs library prep,verogen forenseq dna signature prep kit,ngs,0,3,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,2021-02-12 21:10:22,2021-02-25,13.0,Magbead-based peptide enrichment,Closed,chazmanc
425,425,0b98cc,sample prep,serial dilution,dilution,0,5,1,1,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2021-06-23 16:01:59,,,"NGS library prep,Proprietary.",Stuck,ncdiehl11
426,426,1185d3,nucleic acid extraction & purification,magmax nucleic acid isolation kit,extraction,0,2,3,1,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,6,2021-02-13 08:54:46,2021-02-26,13.0,Nucleic acid purification,Closed,ramifarawi
427,427,407d5e,proteins & proteomics,assay,protein,0,3,0,1,2,0,3,3,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,6,2021-11-09 20:01:34,,,Nucleic acid purification,Awaiting Customer Response,StevenPlonk
428,428,6a93a2-part5,ngs library prep,swift rapid rna library kit,ngs,0,3,1,1,0,0,0,0,0,0,2,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,4,2021-11-10 08:24:40,2021-11-19,9.0,"PCR/qPCR prep,Magbead-based peptide enrichment",Closed,ramifarawi
429,429,4b7268,nucleic acid extraction & purification,nucleic acid purification,extraction,1,2,1,1,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,6,2021-02-14 19:42:34,2021-02-18,4.0,Nucleic acid purification,Closed,ncdiehl11
430,430,925d07-v2,pcr,pcr prep,pcr,0,5,0,1,1,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2021-11-19 17:46:26,,,NGS library prep,Canceled,ramifarawi
431,431,06ab09,sample prep,plate filling,sample prep,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2021-11-19 16:52:43,,,NGS library prep,In Progress,ramifarawi
432,432,3cf31f,sample prep,distribution,sample prep,0,0,0,1,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,2021-11-19 19:42:25,2021-11-29,10.0,"PCR/qPCR prep,Nucleic acid purification",Closed,StevenPlonk
433,433,3bc25d,ngs library prep,nanopore,ngs,1,2,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1,2,2021-11-19 17:48:20,,,NGS library prep,Canceled,
434,434,226d24,pcr,pcr prep,pcr,0,3,1,1,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,3,2021-11-19 18:04:25,,,NGS library prep,Canceled,
435,435,arcis-multi-test,nucleic acid extraction & purification,arcis blood kit,extraction,0,3,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,2021-11-25 17:45:21,,,Kinase Activity Assay using radioactive [g-P32]ATP,Awaiting Customer Response,StevenPlonk
436,436,zymo-rna-extraction,covid workstation,rna extraction,extraction,1,2,2,1,0,0,0,0,0,0,1,5,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,6,2021-11-29 16:18:07,,,,Closed,ramifarawi
437,437,5829d7,sample prep,plate filling,sample prep,3,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2021-12-03 14:42:57,2021-12-05,2.0,PCR/qPCR prep,Closed,ncdiehl11
438,438,272c63,sample prep,tube filling,sample prep,9,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2021-12-03 11:44:42,,,NGS library prep,In Progress,eskila
439,439,400b8e,sample prep,cherrypicking,cherrypicking,0,2,2,1,0,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,2021-12-06 16:12:00,,,,Awaiting Customer Response,ncdiehl11
440,440,234495,sample prep,mass spec,sample prep,4,0,1,1,0,0,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,2021-12-06 16:13:43,,,,In Progress,ncdiehl11
441,441,gna_octea,sample prep,covid,sample prep,0,4,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,0,1,2021-12-06 16:51:39,,,"CSV/Excel File input (for protocols like normalization, cherry picking, DNA assembly, etc)",New,eskila
442,442,sci-omegabiotek-extraction,nucleic acid extraction & purification,rna extraction,extraction,0,2,3,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,6,2021-12-07 16:36:01,2021-12-15,8.0,Drug solution transfer from reservoir to caps,Closed,StevenPlonk
443,443,09cdbe,sample prep,consolidation,sample prep,1,5,0,1,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2021-12-08 18:22:22,,,"NGS library prep,Nucleic acid purification,PCR/qPCR prep",In Progress,StevenPlonk
444,444,6d7fc3,ngs library prep,generead qiaact lung dna umi panel kit,ngs,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,2,2021-12-10 19:21:58,,,Protein Purification and Assay Setup,In Progress,ncdiehl11
445,445,6bc986-part-5,pcr,pcr prep,pcr,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2021-12-14 22:10:21,,,Nucleic acid purification,New,chazmanc
446,446,13ea1e-part1,sample prep,plate filling,sample prep,1,5,2,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,3,2021-12-15 17:27:55,,,"Nucleic acid purification,CSV/Excel File input (for protocols like normalization, cherry picking, DNA assembly, etc)",New,ramifarawi
447,447,1479,sample prep,cherrypicking,cherrypicking,2,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2021-12-21 03:12:52,,,Sterile workflows (cell culture and related assays),New,
448,448,swift-2s-turbo-pt1,featured,ngs library prep: swift 2s turbo,ngs,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,2021-12-21 20:38:43,,,PCR/qPCR prep,New,
449,449,4fc750,nucleic acid extraction & purification,omega mag-bind® blood & tissue dna 96 kit,extraction,0,2,3,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,6,2021-12-22 18:44:46,,,PCR/qPCR prep,New,
450,450,1d37e5,sample prep,plate filling,sample prep,0,10,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,
451,451,4568fa-2,sample prep,normalization,cherrypicking,2,2,1,1,0,0,0,0,0,0,2,2,0,0,0,1,0,0,0,0,0,1,0,0,0,2,2,0,0,0,4,,,,,,
452,452,1dfebe,sample prep,plate filling,sample prep,4,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,,,,,,
453,453,6bc986-part-2,pcr,pcr prep,pcr,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,
454,454,1eeb01,nucleic acid extraction & purification,nucleic acid extraction,extraction,1,1,2,1,2,0,0,0,3,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,5,,,,,,
455,455,zymo-quick-96,nucleic acid extraction & purification,zymo kit,extraction,0,2,4,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,5,,,,,,
456,456,751127,sample prep,cherrypicking,cherrypicking,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,
457,457,17d210-part-3,ngs library prep,verogen forenseq dna signature prep kit,ngs,0,3,1,1,0,0,0,0,0,0,1,5,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,6,,,,,,
458,458,5c7384,sample prep,mass spec,sample prep,0,5,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,2,,,,,,
459,459,6a93a2-part4,ngs library prep,swift rapid rna library kit,ngs,0,2,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,,,,,,
460,460,4ee4d6-part2,ngs library prep,illumina dna prep with enrichment,ngs,0,2,1,1,2,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,2,,,,,,
461,461,925d07-v3,pcr,pcr prep,pcr,0,5,0,1,1,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,5,,,,,,
462,462,698b9e-part2,pcr,pcr prep,pcr,1,2,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,,,,,,
463,463,17d210-part-4,ngs library prep,verogen forenseq dna signature prep kit,ngs,0,3,1,1,0,0,0,0,0,0,1,5,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,6,,,,,,
464,464,6e2509,sample prep,plate filling,sample prep,0,6,0,1,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,,,,,,
465,465,4a0be6,sample prep,tube filling,sample prep,1,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,,,,,,
466,466,6a93a2-part3,ngs library prep,swift rapid rna library kit,ngs,0,2,1,1,1,0,0,0,0,0,1,3,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,4,,,,,,
467,467,6bc986-part-3,pcr,pcr prep,pcr,0,2,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,,,,,,
468,468,29225e,sample prep,normalization,cherrypicking,1,1,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,,,,,,
469,469,280ea4,pcr,pcr prep,pcr,0,1,0,1,2,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,4,,,,,,
470,470,4883fc,sample prep,normalization,cherrypicking,0,2,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,,,,,,
471,471,7805de,ngs library prep,nebnext ultra ii directional library prep kit for illumina,ngs,0,2,1,1,1,0,0,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,3,,,,,,
472,472,6bc986-part-4,pcr,pcr prep,pcr,0,2,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,,,,,,
473,473,26a414,sample prep,plate filling,sample prep,0,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,,,,,,
474,474,1211,sample prep,cherrypicking,cherrypicking,0,2,3,1,0,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,,,,,,
475,475,76ba23-pcr1,ngs library prep,zymoresearch: ez dna methylation-gold kit,ngs,0,4,2,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,4,,,,,,
476,476,sci-omegabiotek-magbind-total-rna-96,nucleic acid extraction & purification,rna extraction,extraction,0,2,3,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,6,,,,,,
477,477,1f96ca-part-2,ngs library prep,kapa hyper plus 96rx cat 07962428001 roche,ngs,1,2,1,1,1,0,0,0,0,0,4,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,6,,,,,,
478,478,6aee6e,sample prep,plate filling,sample prep,1,2,0,1,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,,,,
479,479,04f4e7,nucleic acid extraction & purification,nucleic acid purification,extraction,0,3,3,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,5,,,,,,
